id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
kKiFtAEACAAJ,Poetics of History,Philippe Lacoue-Labarthe,,2019,History,,,176,en,"Poetics of History places Rousseau at the origin of modern speculative philosophy by showing that his thinking on the theater, despite its dependence on a false and conventional reading of Aristotle, nonetheless articulates a radical thinking of originary mimesis, and, well before Hegel, an understanding of catharsis as Aufhebung."
0C9EjwEACAAJ,The Natural History and Antiquities of Selborne. with the Naturalist's Calendar and Miscellaneous Observations,Gilbert White,Arkose Press,2015-10-19,,,,672,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of A"
To0sz9jqNfYC,Voice and Vision,Stephen J. Pyne,Harvard University Press,2009-05-15,Language Arts & Disciplines,,,327,en,"It has become commonplace these days to speak of “unpacking” texts. Voice and Vision is a book about packing that prose in the first place. While history is scholarship, it is also art—that is, literature. And while it has no need to emulate fiction, slump into memoir, or become self-referential text, its composition does need to be conscious and informed. Voice and Vision is for those who wish to understand the ways in which literary considerations can enhance nonfiction writing. At issue is no"
3JTazQEACAAJ,Knickerbocker's History of New York Illustrated,Washington Irving,,2020-09-13,,,,430,en,"In 1809, New Yorker's were buzzing about a series of classified ads concerning the whereabouts of Dutch historian Dietrich Knickerbocker. They were unaware that Washington Irving had invented the man entirely and placed the ads himself. Knickerbocker's purported manuscript, A History of New York, was Irving's own. Told from Knickerbocker's point of view, A History of New York is a chronicle of New York's fifty years under Dutch rule in the 1600s that plays fast and loose with the facts, to uproa"
GWxyswEACAAJ,Annals of the Museum of Natural History ... 1872-1939,University of Minnesota. Museum of Natural History,,1939,Natural history museums,,,205,en,
Ec2KjgEACAAJ,Reflections in Black,,,2000,African American photographers,,,24,en,
PXXxzwEACAAJ,Models of the History of Philosophy: From its Origins in the Renaissance to the ‘Historia Philosophica’,Giovanni Santinello,Springer,1993-08-31,Philosophy,,,0,en,"Models of the History of Philosophy. From its Origins in the Renaissance to the `Historia philosophica' (a translation of a work published in 1981 in Italian - the bibliography has been updated) gives a comprehensive description of the various forms and approaches in the literature of the history of philosophy from the fifteenth to the middle of the seventeenth century. Several traditions are described, from the well known `prisca theologia' and `perennis philosophia' traditions of Marsilio Fici"
7K-TvQEACAAJ,Peru,William Golden Mortimer,Franklin Classics,2018-10-11,,,,616,en,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally av"
gzXyjgEACAAJ,Thirty Years' View,Thomas Hart Benton,Arkose Press,2015-10-07,,,,806,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of A"
ty4gnwEACAAJ,The Rosary,Franz Michel William,Createspace Independent Publishing Platform,2013-11-23,,,,0,en,"PART ONE of this book presents the first complete history of the origin and development of the rosary. This prayer has grown like a spreading shrub. Springing up lush and green in the spirirual soil of the Irish-British homeland, it extended to the continent. In Central Europe it blossomed forth in mysteries which finally attained perfection of form and number in Southern Europe. Part two is the story of the significance of the rosary in the light of its history. The great teachers are invoked a"
snxG0QEACAAJ,History of Classical Sanskrit Literature,Madabhushi Krishnamachariar,,2016,Sanskrit literature,,,0,en,
wRc7QwAACAAJ,"Bulletin of the British Museum, Natural History. Zoology...",Natural history museum (Londres),,1958,,,,,en,
_6okjgEACAAJ,"An Introduction to the History of the Assyrian Church Or the Church of the Sassanid Persian Empire, 100-640 A.D",William Ainger Wigram,Andesite Press,2015-08-09,,,,328,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of "
eyhDPwAACAAJ,The Backbone of History,"Richard H. Steckel, Jerome C. Rose",Cambridge University Press,2005-03-21,History,,,654,en,This study gathers skeletal evidence on seven basic indicators of health to assess chronic conditions that affected individuals who lived in the Western Hemisphere from 5000 B.C. to the late nineteenth century. Signs of biological stress in childhood and of degeneration in joints and in teeth increased in the several millenia before the arrival of Columbus as populations moved into less healthy ecological environments.
S4VnvgAACAAJ,"The History of Tom Jones, a Foundling",Henry Fielding,Palala Press,2016-05-23,,,,,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of "
SbdJAQAAMAAJ,Proceedings of the Somersetshire Archaeological and Natural History Society,Somersetshire Archaeological and Natural History Society,,1853,Archaeology,,,412,en,
